n_per_reg, 802, eta, 1.75, 2.0,  pT, 150.0, 200.0,	q*d0_bins, -0.00574, -0.00144, -0.0009, -0.00054, -0.00022, 8e-05, 0.00037, 0.00069, 0.00108, 0.00164, 0.00563
n_per_reg, 355, eta, 1.75, 2.0,  pT, 200.0, 1000,	q*d0_bins, -0.00444, -0.00138, -0.00085, -0.00046, -0.00014, 0.00016, 0.00047, 0.00076, 0.00117, 0.00171, 0.00645
n_per_reg, 3434, eta, 2.0, 2.1,  pT, 5.0, 7.0,	    q*d0_bins, -0.01476, -0.00383, -0.00233, -0.00139, -0.00063, 3e-05, 0.00071, 0.00144, 0.00236, 0.00385, 0.01464
n_per_reg, 3992, eta, 2.0, 2.1,  pT, 7.0, 10.0,	    q*d0_bins, -0.01479, -0.00322, -0.00193, -0.00114, -0.00052, 2e-05, 0.00058, 0.00119, 0.00198, 0.00328, 0.01493
n_per_reg, 5349, eta, 2.0, 2.1,  pT, 10.0, 14.0,	    q*d0_bins, -0.01395, -0.00277, -0.00168, -0.00102, -0.00049, 0.0, 0.00049, 0.00103, 0.00173, 0.00286, 0.01456
n_per_reg, 10210, eta, 2.0, 2.1,  pT, 14.0, 20.0,	    q*d0_bins, -0.01379, -0.00248, -0.00153, -0.00093, -0.00046, -2e-05, 0.00041, 0.00089, 0.00149, 0.00243, 0.01472
n_per_reg, 16620, eta, 2.0, 2.1,  pT, 20.0, 27.0,	    q*d0_bins, -0.01315, -0.00224, -0.00139, -0.00086, -0.00042, -3e-05, 0.00037, 0.00081, 0.00134, 0.00219, 0.01321
n_per_reg, 37388, eta, 2.0, 2.1,  pT, 27.0, 38.0,	    q*d0_bins, -0.01251, -0.00207, -0.0013, -0.00081, -0.0004, -3e-05, 0.00033, 0.00074, 0.00122, 0.00197, 0.01357
n_per_reg, 49382, eta, 2.0, 2.1,  pT, 38.0, 50.0,	    q*d0_bins, -0.01379, -0.00187, -0.00118, -0.00072, -0.00035, 0.0, 0.00035, 0.00073, 0.00119, 0.00188, 0.01357
n_per_reg, 20022, eta, 2.0, 2.1,  pT, 50.0, 75.0,	    q*d0_bins, -0.01375, -0.00171, -0.00106, -0.00063, -0.00027, 6e-05, 0.00039, 0.00075, 0.00119, 0.00185, 0.00994
n_per_reg, 3659, eta, 2.0, 2.1,  pT, 75.0, 100.0,	    q*d0_bins, -0.00786, -0.00162, -0.00101, -0.00061, -0.00028, 4e-05, 0.00036, 0.00069, 0.0011, 0.00172, 0.01319
